"locationID","location_name","locLat","locLon","country"
l7352,Duddingston,55.945,-3.136,GB
l7353,Duchy of Lancaster,51.51,-0.119,GB
l7354,Duchy of Cornwall,51.5,-0.141,GB
l7355,"Dublin, Ireland",53.35,-6.26,IE
l7356,Dublin University,53.305,-6.22,IE
l7357,Dublin Society,53.328,-6.231,IE
l7358,Dublin School of Medicine,53.309,-6.226,IE
l7359,Dublin Lying in hospital,53.353,-6.263,IE
l736,"Union Street, Oldham",53.541,-2.11,GB
l7360,Dublin,53.35,-6.26,IE
l7361,Dubl.,40.677,14.76,IT
l7362,Dubbo,-32.232,148.633,AU
l7363,Dub.,53.426,-6.25,IE
l7364,Drymen,56.065,-4.45,GB
l7365,Dryburgh House,55.578,-2.65,GB
l7366,Drumsturdy Muir,56.508,-2.831,GB
l7367,Drumsheugh,55.952,-3.216,GB
l7368,"Drums, Errol",56.4,-3.264,GB
l7369,Drums House,52.643,-1.135,GB
l737,"Union Street, Hyde",53.45,-2.075,GB
l7370,"Drumrusk, Ireland",52.22,-7.008,IE
l7371,Drumoak,57.081,-2.346,GB
l7372,Drumnadrochit,57.334,-4.479,GB
l7373,"Drummondville, Canada West",45.88,-72.484,CA
l7374,"Drumlee, Castlewellan, County Down",54.256,-6.037,GB
l7375,"Drumlee, Castlewellan, Co. Down",54.256,-6.037,GB
l7376,Drumlanrig,55.274,-3.809,GB
l7377,Drumkilbo,56.591,-3.138,GB
l7378,Drumglass,54.514,-6.771,GB
l7379,"Drumgeith Schoolhouse, Dundee",56.487,-2.908,GB
l738,"Union Street Church, Greenock",55.951,-4.765,GB
l7380,Drumelzier,55.595,-3.373,GB
l7381,Drumbuie,57.316,-5.695,GB
l7382,"Drumblade, Aberdeenshire",57.451,-2.692,GB
l7383,"Drumblade Public School, Aberdeenshire",57.443,-2.701,GB
l7384,Drumblade,57.451,-2.692,GB
l7385,"Drouin, Victoria",-38.135,145.849,AU
l7386,"Drouin, Gippsland, Victoria",-38.135,145.849,AU
l7387,"Dronley, Auchterhouse",56.509,-3.072,GB
l7388,"Dron, Perthshire, UK",56.326,-3.384,GB
l7389,Dron,56.115,-3.918,GB
l739,"Union St., Oldham",53.541,-2.11,GB
l7390,Dromore,54.414,-6.149,GB
l7391,Drogheda,53.718,-6.356,IE
l7392,"Drigg, UK",54.379,-3.44,GB
l7393,Driffold,52.557,-1.83,GB
l7394,Driffield,54.006,-0.443,GB
l7395,"Dresden, Ontario",42.59,-82.183,CA
l7396,"Dresden,  Ont.",42.59,-82.183,CA
l7397,Dresden University,51.029,13.729,DE
l7398,Dresden,51.05,13.737,DE
l7399,Dreghorn,55.611,-4.618,GB
l74,"Worsborough, Yorkshire",53.528,-1.461,GB
l740,"Union seminary, New York",40.811,-73.962,US
l7400,"Dreadnought Naval hospital, Greenwich",51.477,-0.005,GB
l7401,"Drayton, Norfolk",52.675,1.226,GB
l7402,Drainie,57.715,-3.304,GB
l7403,"Dr Bruce’s Academy, Newcastle",54.983,-1.659,GB
l7404,"Downs Sanatorium, Sutton, Surrey",51.343,-0.193,GB
l7405,"Downs Chapel, Clapton, London",51.556,-0.056,GB
l7406,Downpatrick,54.329,-5.716,GB
l7407,"Downing College, Cambridge",52.2,0.124,GB
l7408,Downham,53.883,-2.305,GB
l7409,Downfield Chapel,56.49,-2.993,GB
l741,"Union Park, Cockpen, Lasswade",55.873,-3.107,GB
l7410,Downfield,56.491,-2.996,GB
l7411,Downend,51.49,-2.501,GB
l7412,Down Inch,54.388,-5.78,GB
l7413,Down,54.328,-5.716,GB
l7414,Dowally school,56.611,-3.618,GB
l7415,Dowally,56.611,-3.618,GB
l7416,Dowallie,56.611,-3.618,GB
l7417,"Doveton College, Madras",13.086,80.259,IN
l7418,"Doveton College, Calcutta",22.573,88.364,IN
l7419,"Doveton College and Medical school, Kolkata",-37.99,145.243,AU
l742,"Union Infirmary, West Bromwich",52.518,-1.995,GB
l7420,Doveton College,-37.99,145.243,AU
l7421,Dovercourt,51.93,1.266,GB
l7422,"Dover, Kent",51.128,1.313,GB
l7423,Dover hospital,51.132,1.292,GB
l7424,Dover Castle Hotel,51.5,-0.093,GB
l7425,Dover Castle,51.129,1.323,GB
l7426,Dover,51.128,1.313,GB
l7427,Doune,56.191,-4.055,GB
l7428,"Dounby Hotel, Sandwick",59.068,-3.231,GB
l7429,"Douglasfield, Angus",56.48,-2.92,GB
l743,"Union Infirmary, Sheffield",53.409,-1.459,GB
l7430,Douglasfield near Dundee,56.48,-2.92,GB
l7431,"Douglas, Lanarkshire",55.557,-3.847,GB
l7432,"Douglas, Isle of Man",54.152,-4.486,IM
l7433,Douglas Isle of Man,54.152,-4.486,IM
l7434,Douglas,55.546,-2.857,GB
l7435,"Dorward’s Seminary, Montrose",56.707,-2.466,GB
l7436,Dorset County Asylum,50.749,-2.344,GB
l7437,Dorset,50.749,-2.344,GB
l7438,"Dorothy Public School, West Wemyss",56.15,-3.093,GB
l7439,"Dornock, Annan",54.99,-3.26,GB
l744,"Union College, Adelaide",-34.921,138.606,AU
l7440,Dornock,54.983,-3.202,GB
l7441,Dornoch presbytery,56.469,-2.963,GB
l7442,Dornoch Free Church,57.881,-4.035,GB
l7443,Dornoch,57.879,-4.028,GB
l7444,Dorking,51.232,-0.332,GB
l7445,Dores,57.375,-4.335,GB
l7446,Dordrecht,51.813,4.69,NL
l7447,Donibristle Colliery School,56.031,-3.357,GB
l7448,Donibristle,56.031,-3.357,GB
l7449,"Donhead, Wiltshire",51.019,-2.135,GB
l745,"Union Chapel, Manchester",53.442,-2.223,GB
l7450,"Donhead, Wilts.",51.019,-2.135,GB
l7451,Dongara,-29.25,114.93,AU
l7452,Donegal Lunatic Asylum,54.96,-7.731,IE
l7453,Doncaster,53.523,-1.128,GB
l7454,"Donaldson’s Hospital, Edinburgh",55.947,-3.226,GB
l7455,Dominion of Canada,56.13,-106.347,CA
l7456,"Dominica, East Indies",15.415,-61.371,DM
l7457,Dominica,15.415,-61.371,DM
l7458,Dolphinton,55.705,-3.426,GB
l7459,Dollerie,56.374,-3.827,GB
l746,"Union Chapel, Islington",51.545,-0.102,GB
l7460,"Dollar, UK",52.944,-1.164,GB
l7461,Dollar Institution,56.165,-3.675,GB
l7462,Dollar Academy,56.165,-3.675,GB
l7463,Dollar,56.165,-3.675,GB
l7464,Dolgelly,52.742,-3.884,GB
l7465,"Dole, Llanbadarnfawr, Aberystwyth",52.41,-4.059,GB
l7466,Doctor,55.785,-3.984,GB
l7467,Dockyard at Sheerness,51.443,0.754,GB
l7468,"Dockacre, Launceston",50.639,-4.36,GB
l7469,Division of Tropical Medicine in the London School,51.521,-0.13,GB
l747,"Umkomaas, Natal",-30.201,30.784,ZA
l7470,divinity student,55.95,-3.195,GB
l7471,"District Asylum, Murthly",56.529,-3.467,GB
l7472,Distillers Company Ltd.,55.971,-4.576,GB
l7473,"Diss, Norfolk",52.376,1.108,GB
l7474,"Dispensary and Fever hospital, Liverpool",53.408,-2.992,GB
l7475,Dirleton,56.047,-2.778,GB
l7476,"Dipton, Otago",-45.899,168.368,NZ
l7477,Diplomatic Service in Persia,32.428,53.688,IR
l7478,diocese of St David’s,51.866,-4.267,GB
l7479,Diocese of Newcastle,54.997,-1.47,GB
l748,Ulverston,54.195,-3.093,GB
l7480,diocese of Brechin,56.471,-2.958,GB
l7481,"Dingwall, UK",57.595,-4.428,GB
l7482,Dingwall presbytery,57.594,-4.426,GB
l7483,Dingwall,57.595,-4.428,GB
l7484,Dinglehill,52.28,1.624,GB
l7485,Dingle,52.141,-10.264,IE
l7486,"Dinard, France",48.633,-2.055,FR
l7487,Dinapore,25.621,85.049,IN
l7488,"Digha, India",21.627,87.507,IN
l7489,Dieppe,49.923,1.077,FR
l749,Ulva,56.48,-6.205,GB
l7490,"Didsbury, Manchester",53.41,-2.229,GB
l7491,"Didsbury College, Manchester",53.422,-2.247,GB
l7492,Didsbury College,53.416,-2.242,GB
l7493,Didsbury,53.41,-2.229,GB
l7494,"Dick, Kerr & Co., Ltd. of Kilmarnock and Preston",55.615,-4.499,GB
l7495,"Dhaka, Bangladesh",23.81,90.413,BD
l7496,Dewsbury,53.69,-1.63,GB
l7497,Devonshire,50.716,-3.531,GB
l7498,"Devonport, Auckland, New Zealand",-36.827,174.797,NZ
l7499,Devonport,50.373,-4.176,GB
l75,Worsborough,53.528,-1.461,GB
l750,Ullapool,57.895,-5.161,GB
l7500,Devon and Exeter hospital,50.716,-3.507,GB
l7501,Devon & Exeter hospital,50.716,-3.507,GB
l7502,Devon,50.716,-3.531,GB
l7503,"Devizes, Wiltshire",51.349,-1.995,GB
l7504,Devizes,51.349,-1.995,GB
l7505,Deskford,57.641,-2.843,GB
l7506,Deritend,52.473,-1.884,GB
l7507,Derby dispensary,52.922,-1.476,GB
l7508,Derby County Council,53.143,-1.552,GB
l7509,Derby County Asylum,53.105,-1.562,GB
l751,"Ulefoss, Norway",59.284,9.265,NO
l7510,Derby,52.923,-1.475,GB
l7511,"Dera Ismail Khan, Pakistan",31.863,70.902,PK
l7512,"Deptford, Kent",51.48,-0.024,GB
l7513,Deptford,51.482,-0.026,GB
l7514,"Dept. of MSS, British Museum",51.519,-0.127,GB
l7515,"Department of Manuscripts, British Museum",51.519,-0.127,GB
l7516,Department of Manuscripts,56.339,-2.812,GB
l7517,"Denton, Lancashire",53.455,-2.115,GB
l7518,Denton,53.455,-2.115,GB
l7519,dental surgeon,53.66,-1.819,GB
l752,Ulefoss,59.284,9.265,NO
l7520,Dent,54.278,-2.454,GB
l7521,Denovan,56.027,-3.892,GB
l7522,"Denoon, Glamis",56.609,-2.999,GB
l7523,Denny,56.021,-3.907,GB
l7524,Denmark,56.264,9.502,DK
l7525,Denhead of Lunan,56.656,-2.513,GB
l7526,Denhead,56.314,-2.861,GB
l7527,"Denburn Bleachfield, Kirkcaldy",56.126,-3.151,GB
l7528,Denbrae,43.5,-71.632,US
l7529,Denbigh Infirmary,53.186,-3.41,GB
l753,Ukraine,48.379,31.166,UA
l7530,Denbigh,53.184,-3.425,GB
l7531,Demerara,52.439,4.817,NL
l7532,Delvine,39.948,20.096,AL
l7533,Delting,60.397,-1.354,GB
l7534,"Delhi, India",28.704,77.102,IN
l7535,Delhi,28.704,77.102,IN
l7536,Deerness,54.756,-1.604,GB
l7537,Deerfield,42.545,-72.606,US
l7538,Deer,55.031,-4.314,GB
l7539,"Dedham, Essex",51.959,0.993,GB
l754,Uitzicht Cape,-33.819,18.687,ZA
l7540,"Debach, Suffolk",52.143,1.274,GB
l7541,"Dean Prior, Devon",50.456,-3.788,GB
l7542,"Dean Park, Glasgow",55.83,-4.279,GB
l7543,Dean Lodge,51.041,-2.051,GB
l7544,"Deal, Kent",51.222,1.402,GB
l7545,Deal,51.222,1.402,GB
l7546,De La Rue and Co.,53.562,-2.534,GB
l7547,"Daylesford, Australia",-37.35,144.15,AU
l7548,Dawlish,50.582,-3.464,GB
l7549,"Davoz Platz, Switzerland",46.803,9.836,CH
l755,Uist presbytery,55.953,-3.205,GB
l7550,Davos Platz,46.803,9.836,CH
l7551,Daviot,57.425,-4.138,GB
l7552,David Martin & Co.,55.01,-3.226,GB
l7553,"David Drummond’s School, Leven",55.946,-3.222,GB
l7554,Darwen,53.695,-2.469,GB
l7555,"Darvel Second School, Loudon",55.608,-4.381,GB
l7556,Darvel,55.61,-4.287,GB
l7557,Dartmouth College,43.704,-72.289,US
l7558,Dartmoor prison,50.55,-3.996,GB
l7559,Dartmoor,50.572,-3.921,GB
l756,"Uig, Lewis",58.242,-6.662,GB
l7560,"Dartington, Devon",50.452,-3.713,GB
l7561,Darnhall,53.164,-2.545,GB
l7562,Darlington Technical College,54.53,-1.542,GB
l7563,Darlington Grammar School,54.526,-1.565,GB
l7564,Darlington Baptist Church,54.522,-1.559,GB
l7565,Darlington,54.524,-1.559,GB
l7566,Darlinghurst and Cockatoo Island Gaols,-33.847,151.172,AU
l7567,Darlaston,52.568,-2.033,GB
l7568,Darjeeling,27.036,88.263,IN
l7569,Dargavel,55.904,-4.516,GB
l757,Uig,57.584,-6.357,GB
l7570,"Daniel Stewart’s Free School, Clochfoldich, Logierait",56.651,-3.675,GB
l7571,"Daniel Stewart’s College, Edinburgh",55.954,-3.226,GB
l7572,Daniel Stewart’s College,55.954,-3.226,GB
l7573,"Dandenong, Victoria, Australia",-37.981,145.215,AU
l7574,"Danapur, India",25.621,85.049,IN
l7575,Danapur,25.621,85.049,IN
l7576,"Damside, Cupar",56.304,-3.03,GB
l7577,"Damacre School, Brechin",56.731,-2.656,GB
l7578,"Dalziel High School, Motherwell",55.786,-4,GB
l7579,Dalziel,55.83,-4.028,GB
l758,"Uffculm, Devon",50.907,-3.33,GB
l7580,Dalton,55.049,-3.397,GB
l7581,Dalserf,55.735,-3.913,GB
l7582,Dalrymple,55.397,-4.59,GB
l7583,"Dalry, Ayrshire",55.711,-4.723,GB
l7584,Dalry Public School,55.104,-4.162,GB
l7585,Dalry Free Church,55.709,-4.72,GB
l7586,Dalry,55.711,-4.723,GB
l7587,Dalmarnock,55.842,-4.218,GB
l7588,Dallas,32.777,-96.797,US
l7589,Dalkeith presbytery,55.896,-3.069,GB
l759,Uffculm,50.907,-3.33,GB
l7590,Dalkeith,55.893,-3.067,GB
l7591,Dalhousie University,44.637,-63.592,CA
l7592,Dalhousie,55.861,-3.082,GB
l7593,"Dalginch, Markinch",56.211,-3.114,GB
l7594,"Dalgety, Hillend Public School",56.036,-3.387,GB
l7595,Dalgety,56.035,-3.351,GB
l7596,Dalcross,57.509,-4.036,GB
l7597,"Dalchonzie, Crieff",56.379,-4.038,GB
l7598,Dalbeattie Public School,54.93,-3.83,GB
l7599,Dalbeattie,54.934,-3.823,GB
l76,Worplesdon,51.273,-0.61,GB
l760,Udny,57.31,-2.153,GB
l7600,Dalavich,56.263,-5.281,GB
l7601,Dairsie,56.347,-2.948,GB
l7602,Daily Telegraph,56.466,-2.972,GB
l7603,Daily News,55.857,-4.274,GB
l7604,Daily Chronicle,55.14,-1.568,GB
l7605,Dailly,55.277,-4.724,GB
l7606,Dacca,23.81,90.413,BD
l7607,D.R.I.,53.531,-1.11,GB
l7608,D.D.,55.976,-3.173,GB
l7609,"D & W Murray, Adelaide",-34.928,138.601,AU
l761,"Uddingston, Chalmers",55.821,-4.083,GB
l7610,Czech Republic,49.817,15.473,CZ
l7611,Cynwyl Elfed,51.922,-4.367,GB
l7612,"Cwm, Monmouthshire",51.743,-3.181,GB
l7613,"Cuxton, Kent",51.373,0.453,GB
l7614,Cuttack,20.463,85.883,IN
l7615,Cushnie,57.178,-2.796,GB
l7616,Currie,55.899,-3.311,GB
l7617,"Curate Chenfield, Essex",51.63,0.319,GB
l7618,Cuplahills,56.373,-2.947,GB
l7619,"Cupar, UK",56.32,-3.01,GB
l762,Uddingston Park,55.837,-4.073,GB
l7620,"Cupar, St John’s",56.32,-3.015,GB
l7621,"Cupar, Boston",56.32,-3.01,GB
l7622,Cupar United Presbyterian Presbytery,55.941,-3.208,GB
l7623,Cupar United Presbyterian presbytery,55.941,-3.208,GB
l7624,Cupar United Presbyetrian presbytery,55.872,-4.306,GB
l7625,Cupar U.P. Presbytery,56.32,-3.01,GB
l7626,Cupar U.P. presbytery,56.32,-3.01,GB
l7627,Cupar U.P.  presbytery,56.32,-3.01,GB
l7628,Cupar St James’ Episcopal Church,56.32,-3.01,GB
l7629,Cupar Secession presbytery,56.32,-3.01,GB
l763,"Uckfield, Sussex",50.966,0.096,GB
l7630,Cupar secession presbytery,56.32,-3.01,GB
l7631,Cupar presbytery,56.317,-3.015,GB
l7632,Cupar Grammar School,56.317,-3.029,GB
l7633,Cupar Free Church presbytery,56.319,-3.015,GB
l7634,Cupar Free Church,56.319,-3.015,GB
l7635,Cupar F.C. presbytery,56.32,-3.01,GB
l7636,Cupar Academy,56.317,-3.029,GB
l7637,Cupar,56.32,-3.01,GB
l7638,Cunnoquhie,56.324,-3.113,GB
l7639,Cumnock,55.454,-4.266,GB
l764,Uckfield,50.966,0.096,GB
l7640,"Cummertrees, UK",54.985,-3.348,GB
l7641,Cummertrees,54.985,-3.348,GB
l7642,Cumbernauld school,55.947,-3.97,GB
l7643,Cumbernauld,55.946,-3.993,GB
l7644,"Cumberland Street, Glasgow",55.848,-4.252,GB
l7645,"Cumberland St., Glasgow",55.848,-4.252,GB
l7646,Cumberland Infirmary,54.897,-2.957,GB
l7647,Cumberland and Westmoreland Asylum,54.577,-2.797,GB
l7648,Cumberland,55.07,-3.612,GB
l7649,Cults,57.119,-2.174,GB
l765,U.S.A.,37.09,-95.713,US
l7650,Culter,57.098,-2.265,GB
l7651,Culsalmond,57.386,-2.583,GB
l7652,Culross Mart.,56.055,-3.63,GB
l7653,Culross,56.055,-3.63,GB
l7654,"Cullen, Seafield",57.668,-2.981,GB
l7655,Cullen,57.692,-2.822,GB
l7656,Culduthel Schoolhouse,57.447,-4.233,GB
l7657,Culbin,57.631,-3.681,GB
l7658,Cue,51.516,-0.078,GB
l7659,Cuckfield,51.006,-0.144,GB
l766,U.S. Golf Association,56.281,-2.595,GB
l7660,"Cuby with Tregony, Cornwall",50.271,-4.892,GB
l7661,"Cuba, West Indies",21.522,-77.781,CU
l7662,"Cuba City, Wisconsin, USA",42.606,-90.43,US
l7663,"Crypt Grammar School, Gloucester",51.839,-2.252,GB
l7664,Crumlin,54.623,-6.214,GB
l7665,"Cruivie, Logie",56.389,-2.968,GB
l7666,Cruivie,56.389,-2.968,GB
l7667,"Croydon, Surrey",51.376,-0.098,GB
l7668,Croydon,51.376,-0.098,GB
l7669,Croy,55.961,-4.04,GB
l767,U.S. Church,35.617,-87.9,US
l7670,"Crown Court, London",51.498,-0.097,GB
l7671,"Crown Court Church, London",51.513,-0.121,GB
l7672,Crown Court,54.894,-2.932,GB
l7673,Crow’s Nest,53.718,-1.794,GB
l7674,Crouch End,51.58,-0.124,GB
l7675,"Croston, Lancs.",53.663,-2.777,GB
l7676,"Croston, Lancashire",53.663,-2.777,GB
l7677,"Crossmyloof, Glasgow",55.834,-4.284,GB
l7678,Crossmichael,54.981,-3.985,GB
l7679,Crosskeys,55.653,-3.189,GB
l768,"U.P. Theological Hall, Glasgow",55.864,-4.252,GB
l7680,Crosshaven,51.801,-8.293,IE
l7681,Crossgates,53.808,-1.459,GB
l7682,Crossford South,55.696,-3.871,GB
l7683,"Cross, Lewis",58.473,-6.285,GB
l7684,Cross Church,54.983,-1.668,GB
l7685,Cross,56.391,-3.215,GB
l7686,Cropthorne,52.102,-2.003,GB
l7687,Crooked Lane in the City of London,51.473,-0.09,GB
l7688,"Crook, Durham",54.715,-1.744,GB
l7689,Crook,54.715,-1.744,GB
l769,"U.P. Theological Hall, Edinburgh",55.95,-3.194,GB
l7690,"Crompton, Oldham, Lancashire",53.583,-2.09,GB
l7691,Cromdale,57.336,-3.54,GB
l7692,Cromarty,57.681,-4.035,GB
l7693,Croick,58.46,-3.894,GB
l7694,"Croft Lodge Academy, Rothesay",55.825,-5.057,GB
l7695,"Croft House Settlement, Sheffield",53.384,-1.476,GB
l7696,"Crisp Memorial Church, Brooklyn, Baltimore",39.237,-76.607,US
l7697,Crimea,45.345,34.5,UA
l7698,"Crieff, West",56.377,-3.842,GB
l7699,Crieff West,56.377,-3.842,GB
l77,"Wormley, Herts.",51.732,-0.023,GB
l770,U.P. Theological Hall,44.226,-76.494,CA
l7700,Crieff South,56.377,-3.842,GB
l7701,Crieff Congragational Church,56.375,-3.836,GB
l7702,Crieff Cong. Church,56.375,-3.833,GB
l7703,Crieff,56.377,-3.842,GB
l7704,"Crichton Royal, Dumfries",55.05,-3.59,GB
l7705,"Crichton Royal Institution, Dumfries",55.05,-3.59,GB
l7706,Crichton,55.05,-3.59,GB
l7707,Criccieth,52.92,-4.234,GB
l7708,Crete,35.24,24.809,GR
l7709,"Cresswick District hospital, Ballarat",-37.559,143.847,AU
l771,U.P. theological hall,44.226,-76.494,CA
l7710,"Creich, Fife, UK",56.379,-3.09,GB
l7711,Creich,56.379,-3.09,GB
l7712,Creetown,54.902,-4.38,GB
l7713,"Creek Street United Presbyterian Church, Brisbane",-27.465,153.028,AU
l7714,"Creek Street U.P. Church, Brisbane",-27.465,153.028,AU
l7715,Crediton,50.793,-3.651,GB
l7716,Creagh Castle,52.215,-8.557,IE
l7717,"Crawfordjohn, UK",55.495,-3.775,GB
l7718,Crawfordjohn,55.495,-3.775,GB
l7719,Crawford,55.494,-3.693,GB
l772,"U.P. Synod, Canada",43.27,-79.896,CA
l7720,"Craven Street, Strand",51.508,-0.126,GB
l7721,"Craven St., Strand",51.508,-0.126,GB
l7722,"Craven St., London",51.507,-0.125,GB
l7723,Crathie Public School,57.039,-3.209,GB
l7724,Crathie,57.042,-3.22,GB
l7725,Crathes,57.062,-2.417,GB
l7726,Cranwell,53.036,-0.515,GB
l7727,Cranshaws,55.847,-2.491,GB
l7728,"Cranoe, Leics.",52.549,-0.882,GB
l7729,"Cranoe, Leicestershire",52.549,-0.882,GB
l773,"U.P. Synod Hall, Edinburgh",55.953,-3.188,GB
l7730,Cranleigh,51.141,-0.484,GB
l7731,Cranham near Stroud,51.815,-2.148,GB
l7732,"Cranbrook, Kent",51.096,0.538,GB
l7733,Cramond,55.975,-3.3,GB
l7734,Cramlington,55.086,-1.581,GB
l7735,"Crailing, Tofts",55.602,-2.434,GB
l7736,Crailing and Nisbet,55.516,-2.488,GB
l7737,Crailing,55.516,-2.488,GB
l7738,"Crail, UK",56.261,-2.628,GB
l7739,Crail,56.261,-2.628,GB
l774,"U.P. School, Lochee",56.471,-3.008,GB
l7740,"Craigweil, Aldwick",50.779,-0.705,GB
l7741,Craigtoun,56.317,-2.842,GB
l7742,Craigton,55.849,-4.322,GB
l7743,Craigsanquhar,56.361,-2.981,GB
l7744,Craigrownie,-33.924,18.378,ZA
l7745,Craigrothie,56.284,-3.005,GB
l7746,"Craigow, Kinross",56.242,-3.474,GB
l7747,"Craignish, Adfern, Argyllshire",56.181,-5.536,GB
l7748,Craignish,56.137,-5.576,GB
l7749,Craiglockhart iron church,55.922,-3.243,GB
l775,U.P. presbytery Lochee,56.471,-3.017,GB
l7750,Craiglockhart,55.922,-3.236,GB
l7751,"Craigleith House, Blackhall, Edinburgh",55.965,-3.223,GB
l7752,Craigievar,57.175,-2.733,GB
l7753,"Craigie, Dundee",56.474,-2.925,GB
l7754,"Craigie , Dundee",56.474,-2.925,GB
l7755,Craigie,55.828,-3.228,GB
l7756,Craighill,40.719,-73.948,US
l7757,Craighall Road,55.977,-3.197,GB
l7758,"Craigend, Perth",56.395,-3.431,GB
l7759,Craig,40.195,-95.371,US
l776,U.P. presbytery Dundee,56.456,-2.991,GB
l7760,"Cradock, Cape of Good Hope",-32.181,25.651,ZA
l7761,Cradock,-32.181,25.651,ZA
l7762,Coylton,55.444,-4.515,GB
l7763,"Coxwold, North Yorkshire",54.187,-1.18,GB
l7764,"Coxhoe, County Durham",54.719,-1.507,GB
l7765,"Coxhoe, Co. Durham",54.719,-1.507,GB
l7766,"Cox & Co., Dundee",55.954,-3.198,GB
l7767,Cowley,51.735,-1.204,GB
l7768,"Cowgate, Edinburgh",55.949,-3.188,GB
l7769,"Cowgate Mission, Edinburgh",55.949,-3.188,GB
l777,"U.P. Hall, Edinburgh",55.93,-3.507,GB
l7770,Cowes,50.763,-1.301,GB
l7771,Cowdenbeath,56.114,-3.342,GB
l7772,"Cowden, Kent",51.145,0.094,GB
l7773,"Cowbridge, Glamorgan",51.462,-3.45,GB
l7774,"Covington, Lanarkshire",55.641,-3.63,GB
l7775,"Coventry, Warwickshire",52.407,-1.52,GB
l7776,Coventry and Warwickshire hospital,52.421,-1.438,GB
l7777,Coventry,52.407,-1.52,GB
l7778,Coutts Bank,52.952,-1.155,GB
l7779,Couthie,56.558,-3.577,GB
l778,"U.P. College, Edinburgh",55.883,-3.08,GB
l7780,Court of Session,55.949,-3.19,GB
l7781,Court of Exchequer,51.515,-0.081,GB
l7782,Court of Bankruptcy,51.516,-0.11,GB
l7783,"Coupar, UK",56.548,-3.266,GB
l7784,"Coupar Street School, Leith",55.976,-3.18,GB
l7785,Coupar Angus,56.548,-3.266,GB
l7786,County Tyrone,54.55,-7.677,GB
l7787,"County Secondary School, Beckenham, Kent",51.389,-0.019,GB
l7788,"County School, Llandiloes",52.442,-3.545,GB
l7789,County of Moray,57.65,-3.317,GB
l779,"U.P. Church, Muirton, Angus",56.41,-3.448,GB
l7790,County of Hampshire,51.058,-1.308,GB
l7791,County of Glamorgan,51.41,-3.485,GB
l7792,County Nairn,57.579,-3.873,GB
l7793,County Monaghan Jail and Infirmary,54.249,-6.968,IE
l7794,County Monaghan,54.249,-6.968,IE
l7795,County Meath,53.606,-6.656,IE
l7796,"County Lunatic Asylum, Stafford",52.81,-2.109,GB
l7797,"County lunatic asylum, Prestwich, Lancashire",53.527,-2.281,GB
l7798,"County lunatic asylum, Prestwich,  Lancs.",53.527,-2.281,GB
l7799,"County Lunatic Asylum, Lincoln",53.236,-0.543,GB
l78,"Wormley, Hertfordshire",51.732,-0.023,GB
l780,"U.P. Church, Loreburn Street, Dumfries",55.069,-3.609,GB
l7800,"County Lunatic Asylum, Lancaster",54.05,-2.77,GB
l7801,"County hospital, Wexford",52.343,-6.483,IE
l7802,"County hospital, Salisbury",51.046,-1.789,GB
l7803,"County hospital, Northampton",52.236,-0.884,GB
l7804,County hospital Navan,53.65,-6.697,IE
l7805,"County Girls School, Llandovery",51.995,-3.801,GB
l7806,County Galway,53.356,-8.853,IE
l7807,"County Dunda, Canada",45.123,-74.873,CA
l7808,County Dublin,53.33,-6.311,IE
l7809,County Down,54.328,-5.716,GB
l781,"U.P. Church, Kirkgate, Leith",55.972,-3.171,GB
l7810,County Court of Manchester,53.481,-2.252,GB
l7811,County Cork,51.994,-8.729,IE
l7812,"County Asylum, Wells",51.211,-2.626,GB
l7813,"County Asylum, Prestwich, Manchester",53.527,-2.281,GB
l7814,"County Asylum, Burntwood, Lichfield",52.68,-1.922,GB
l7815,Countesthorpe,52.554,-1.15,GB
l7816,Council of University College Dundee,56.562,-2.59,GB
l7817,Council of U.C.D.,53.339,-6.244,IE
l7818,Couch End,51.58,-0.124,GB
l7819,"Cotts, Newburn parish",56.22,-2.931,GB
l782,"U.P. Church, Isle of Man",54.186,-4.411,IM
l7820,Cotton of Gardyne,56.62,-2.692,GB
l7821,"Cotterstock with Glapthorne, Northants.",52.504,-0.464,GB
l7822,"Cotterstock with Glapthorne, Northampshire",52.504,-0.464,GB
l7823,"Cote St George Presbyterian Church, Canada (Glengarry presbytery)",55.862,-4.254,GB
l7824,Costerton,55.858,-2.904,GB
l7825,"Cosheston, Pembrokeshire",51.696,-4.889,GB
l7826,"Corwen, Merioneth",52.98,-3.369,GB
l7827,Cortachy,56.727,-2.992,GB
l7828,Corstorphine Free Church,55.941,-3.283,GB
l7829,Corstorphine,55.943,-3.291,GB
l783,"U.P. Church, Huntly",57.446,-2.783,GB
l7830,Corsock,55.07,-3.949,GB
l7831,Corsham,51.431,-2.19,GB
l7832,Corringham,51.522,0.462,GB
l7833,"Corrie, Lockerbie, UK",55.125,-3.348,GB
l7834,Corrie chapel,55.647,-5.142,GB
l7835,"Corpus Christi College, Oxford",51.751,-1.254,GB
l7836,"Cornwall, Canada",45.021,-74.73,CA
l7837,"Cornwall Lunatic Asylum, Bodmin",50.468,-4.743,GB
l7838,"Cornwall Infirmary, Truro",50.266,-5.092,GB
l7839,Cornwall,50.266,-5.053,GB
l784,"U.P. Church, Ceres",56.293,-2.97,GB
l7840,"Cornhill, Northumberland",55.647,-2.223,GB
l7841,"Corn Market Chapel, Sunderland",54.907,-1.384,GB
l7842,Cork.,51.899,-8.476,IE
